idcliente,evasao,genero,idoso,parceiro,dependentes,meses_contrato,servico_telefone,multiplas_linhas,servico_de_internet,antivirus,backup,protecao__de_dipositivo,suporte_tecnico,streaming_tv,streaming_filmes,tipo_contrato,fatura_digital,metodo_pagamento,total_mensal,gasto_total,contas_diarias,meses_contrato_trimestre
2107-fbptk,0,Mulher,1,0,0,30,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,104.1,3121.1,3.4699999999999998,11º Trimestre
2108-glpqb,0,Homem,0,1,0,25,1,1,dsl,0,0,1,0,0,0,month-to-month,0,credit card (automatic),55.55,1405.3,1.8516666666666666,9º Trimestre
2108-xwmpy,1,Homem,0,0,0,3,0,0,dsl,1,1,0,0,0,0,month-to-month,1,mailed check,35.45,106.85,1.1816666666666669,2º Trimestre
2108-ykqty,1,Mulher,0,0,0,4,1,0,dsl,0,1,0,0,0,0,month-to-month,0,credit card (automatic),50.7,151.3,1.6900000000000002,2º Trimestre
2111-dwyhn,0,Homem,0,0,0,1,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,21.1,21.1,0.7033333333333334,1º Trimestre
2114-mgina,1,Mulher,0,0,0,14,1,0,fiber optic,0,0,0,0,1,1,month-to-month,1,mailed check,89.8,1129.1,2.993333333333333,5º Trimestre
2115-bftiw,1,Homem,0,0,0,25,1,0,fiber optic,0,0,0,0,0,0,month-to-month,0,mailed check,70.95,1767.35,2.365,9º Trimestre
2120-smpex,0,Homem,0,0,0,25,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,mailed check,20.15,536.35,0.6716666666666666,9º Trimestre
2121-jafom,0,Mulher,0,1,0,72,1,1,fiber optic,1,1,1,1,1,1,two year,1,credit card (automatic),115.55,8312.4,3.8516666666666666,25º Trimestre
2122-szzzd,0,Homem,0,0,0,44,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,credit card (automatic),19.5,835.5,0.65,15º Trimestre
2122-ywvya,0,Mulher,0,0,0,18,1,0,fiber optic,1,0,0,0,0,0,month-to-month,1,electronic check,75.4,1380.4,2.5133333333333336,7º Trimestre
2123-ageen,0,Mulher,1,0,0,7,1,0,fiber optic,0,0,1,0,1,0,month-to-month,1,electronic check,84.35,609.65,2.8116666666666665,3º Trimestre
2123-vscot,0,Mulher,0,1,1,59,1,1,dsl,0,0,1,1,1,0,two year,1,bank transfer (automatic),72.1,4194.85,2.4033333333333333,20º Trimestre
2126-gsegl,0,Mulher,0,1,0,70,1,1,dsl,0,1,1,1,1,1,two year,1,bank transfer (automatic),84.8,5917.55,2.8266666666666667,24º Trimestre
2129-alkbs,0,Mulher,0,1,1,40,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,electronic check,26.2,1077.5,0.8733333333333333,14º Trimestre
2133-tsrrm,0,Mulher,0,0,1,34,1,0,fiber optic,1,1,1,0,1,1,month-to-month,1,bank transfer (automatic),105.35,3688.6,3.5116666666666663,12º Trimestre
2135-dqwaq,0,Mulher,0,0,0,5,1,0,fiber optic,0,1,0,0,1,0,month-to-month,1,mailed check,85.3,420.45,2.8433333333333333,2º Trimestre
2135-rxihg,1,Homem,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,45.65,45.65,1.5216666666666667,1º Trimestre
2137-dqmev,0,Homem,0,1,1,68,0,0,dsl,1,1,0,0,1,0,one year,0,mailed check,44.8,2983.65,1.4933333333333332,23º Trimestre
2138-vfapz,0,Mulher,0,1,1,14,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,1,mailed check,19.7,263.65,0.6566666666666666,5º Trimestre
2139-fqhlm,0,Homem,0,0,0,19,1,0,fiber optic,0,0,1,1,1,0,month-to-month,0,mailed check,89.95,1682.4,2.9983333333333335,7º Trimestre
2141-rrygo,1,Mulher,0,0,0,4,1,0,dsl,0,1,0,0,1,1,month-to-month,1,bank transfer (automatic),68.65,261.25,2.2883333333333336,2º Trimestre
2143-ljult,0,Mulher,0,1,0,67,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,1,credit card (automatic),25.25,1733.15,0.8416666666666667,23º Trimestre
2144-bfdso,0,Mulher,1,1,0,50,1,1,fiber optic,1,1,1,0,1,1,month-to-month,0,bank transfer (automatic),108.75,5431.9,3.625,17º Trimestre
2144-eswko,0,Homem,0,0,0,43,0,0,dsl,1,0,1,0,0,0,one year,1,credit card (automatic),35.2,1463.7,1.1733333333333333,15º Trimestre
2146-egvdt,0,Homem,0,1,1,59,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,credit card (automatic),19.3,1192.7,0.6433333333333333,20º Trimestre
2150-oegbv,0,Homem,0,0,0,27,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,bank transfer (automatic),20.1,562.6,0.67,10º Trimestre
2150-uwtfy,1,Mulher,0,1,1,22,1,0,dsl,1,1,1,0,0,0,month-to-month,0,mailed check,61.15,1422.05,2.038333333333333,8º Trimestre
2150-wlkuw,0,Mulher,0,1,0,40,1,1,dsl,0,1,0,0,1,0,one year,0,bank transfer (automatic),63.9,2635.0,2.13,14º Trimestre
2153-mrefk,1,Mulher,0,1,0,37,1,1,fiber optic,1,0,1,1,0,1,one year,1,electronic check,99.2,3754.6,3.3066666666666666,13º Trimestre
2154-kvjff,1,Mulher,0,0,0,15,1,1,fiber optic,0,1,0,0,0,0,month-to-month,1,electronic check,79.75,1111.85,2.658333333333333,6º Trimestre
2155-amqrx,0,Mulher,0,0,0,28,1,1,dsl,0,0,0,1,0,0,month-to-month,1,credit card (automatic),54.9,1505.15,1.8299999999999998,10º Trimestre
2157-mxbjs,1,Homem,0,1,0,13,1,1,dsl,0,0,1,0,1,1,one year,1,mailed check,75.3,989.45,2.51,5º Trimestre
2159-turxx,0,Homem,0,0,0,5,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,credit card (automatic),20.05,95.55,0.6683333333333333,2º Trimestre
2160-gpfxd,0,Homem,0,1,1,54,1,1,dsl,1,1,0,1,0,0,two year,1,credit card (automatic),65.65,3566.7,2.1883333333333335,19º Trimestre
2162-frzaa,0,Homem,0,1,1,63,0,0,dsl,0,1,1,1,0,0,two year,0,bank transfer (automatic),39.35,2395.05,1.3116666666666668,22º Trimestre
2164-soqxl,0,Mulher,0,1,1,20,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,20.05,406.05,0.6683333333333333,7º Trimestre
2165-voegb,1,Mulher,0,0,1,46,1,0,fiber optic,1,1,0,1,1,1,one year,1,bank transfer (automatic),105.2,4822.85,3.506666666666667,16º Trimestre
2167-fqstq,0,Mulher,0,1,0,72,1,1,dsl,1,1,1,1,1,1,two year,1,electronic check,92.4,6786.1,3.08,25º Trimestre
2169-rrlfw,0,Mulher,0,1,0,71,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,credit card (automatic),25.6,1888.25,0.8533333333333334,24º Trimestre
2171-udmfd,0,Homem,0,1,1,32,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,credit card (automatic),19.45,674.55,0.6483333333333333,11º Trimestre
2172-ejxvf,0,Mulher,1,0,0,71,1,1,fiber optic,0,1,1,0,1,1,one year,1,electronic check,105.9,7521.95,3.5300000000000002,24º Trimestre
2176-lvpnx,0,Mulher,1,0,0,71,1,1,dsl,1,1,1,1,1,1,two year,0,mailed check,89.85,6293.45,2.9949999999999997,24º Trimestre
2176-osjuv,0,Homem,0,1,0,71,1,1,dsl,1,1,0,1,0,0,two year,0,bank transfer (automatic),65.15,4681.75,2.171666666666667,24º Trimestre
2178-pmgcj,0,Homem,0,0,0,22,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,mailed check,69.7,1490.4,2.3233333333333333,8º Trimestre
2180-dxneg,1,Mulher,0,0,0,12,1,0,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,96.0,1062.1,3.2,5º Trimestre
2181-tidsv,0,Homem,0,1,1,68,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,1,bank transfer (automatic),19.95,1303.25,0.6649999999999999,23º Trimestre
2181-uaesm,0,Homem,0,0,0,2,1,0,dsl,1,0,1,0,0,0,month-to-month,0,electronic check,53.45,119.5,1.7816666666666667,1º Trimestre
2186-qzeya,0,Mulher,1,0,0,29,1,1,dsl,1,1,0,0,0,0,month-to-month,1,bank transfer (automatic),58.55,1718.95,1.9516666666666667,10º Trimestre
2187-lzgpl,1,Mulher,0,0,0,7,0,0,dsl,0,1,0,0,0,1,month-to-month,1,credit card (automatic),40.1,293.3,1.3366666666666667,3º Trimestre
2187-pkzay,0,Homem,0,0,0,12,1,0,fiber optic,0,0,0,0,0,1,month-to-month,1,bank transfer (automatic),79.95,1043.4,2.665,5º Trimestre
2188-sxwvt,0,Mulher,0,0,0,34,1,0,dsl,1,1,0,0,0,0,one year,0,mailed check,55.0,1885.15,1.8333333333333333,12º Trimestre
2189-uxtky,1,Mulher,0,1,0,22,1,1,dsl,1,0,0,1,1,1,month-to-month,1,electronic check,79.2,1742.75,2.64,8º Trimestre
2189-wwoew,1,Mulher,0,0,1,15,1,0,fiber optic,0,1,0,0,0,1,month-to-month,1,bank transfer (automatic),85.9,1269.55,2.8633333333333337,6º Trimestre
2190-bcxec,0,Mulher,0,1,0,40,1,1,fiber optic,0,0,0,1,0,0,month-to-month,1,credit card (automatic),78.85,3126.85,2.628333333333333,14º Trimestre
2190-phbhr,0,Mulher,0,1,0,72,1,1,fiber optic,1,1,0,0,0,1,two year,1,credit card (automatic),94.45,6921.7,3.1483333333333334,25º Trimestre
2192-ckrlv,0,Mulher,0,1,0,72,0,0,dsl,1,1,1,0,0,1,two year,1,electronic check,49.2,3580.95,1.6400000000000001,25º Trimestre
2192-ozitf,0,Mulher,0,0,0,45,1,1,dsl,1,0,0,1,0,1,two year,0,mailed check,73.55,3349.1,2.4516666666666667,16º Trimestre
2193-sfwqw,0,Homem,0,1,1,72,1,0,fiber optic,1,1,1,1,1,1,two year,0,bank transfer (automatic),111.95,8033.1,3.731666666666667,25º Trimestre
2194-iiqof,0,Mulher,0,1,0,71,1,1,dsl,1,1,1,1,1,1,two year,0,credit card (automatic),89.3,6388.65,2.9766666666666666,24º Trimestre
2195-vvrjf,0,Homem,1,1,0,18,1,0,dsl,1,0,0,0,0,1,month-to-month,1,credit card (automatic),59.1,1011.05,1.97,7º Trimestre
2195-zrvax,1,Mulher,0,1,0,47,1,0,fiber optic,0,0,1,0,0,1,month-to-month,1,electronic check,85.3,4045.65,2.8433333333333333,16º Trimestre
2197-omwgi,0,Mulher,1,1,1,68,0,0,dsl,0,1,1,0,1,1,two year,1,electronic check,53.0,3656.25,1.7666666666666666,23º Trimestre
2200-dsaal,0,Mulher,0,0,0,68,1,1,dsl,0,1,1,0,1,1,two year,1,electronic check,80.65,5330.2,2.6883333333333335,23º Trimestre
2202-cuyxz,1,Homem,0,0,0,1,1,0,fiber optic,0,0,1,0,1,0,month-to-month,1,electronic check,84.85,84.85,2.828333333333333,1º Trimestre
2202-outmo,0,Mulher,0,1,0,34,1,1,dsl,1,0,0,1,0,0,month-to-month,1,bank transfer (automatic),60.85,2003.6,2.0283333333333333,12º Trimestre
2203-ghnwn,0,Mulher,0,1,0,24,1,1,fiber optic,0,0,1,0,0,0,month-to-month,1,mailed check,79.65,1928.7,2.6550000000000002,9º Trimestre
2205-lpvgl,0,Homem,1,1,1,58,1,1,fiber optic,1,1,0,1,0,0,one year,1,bank transfer (automatic),89.85,5125.75,2.9949999999999997,20º Trimestre
2205-ymzzj,1,Homem,1,0,0,7,1,1,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,84.8,546.95,2.8266666666666667,3º Trimestre
2207-nhrjk,1,Homem,0,0,0,1,1,0,dsl,0,1,0,0,0,0,month-to-month,0,electronic check,50.8,50.8,1.6933333333333331,1º Trimestre
2207-obznx,1,Homem,0,0,0,7,1,0,dsl,1,0,0,0,0,0,month-to-month,1,mailed check,51.0,354.05,1.7,3º Trimestre
2207-qpjed,0,Mulher,1,1,0,37,1,0,fiber optic,0,0,1,1,1,0,month-to-month,0,electronic check,90.0,3371.75,3.0,13º Trimestre
2207-ryyrl,0,Homem,0,1,1,52,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,24.55,1331.05,0.8183333333333334,18º Trimestre
2208-mpxio,0,Mulher,0,1,1,45,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,1,bank transfer (automatic),20.0,886.4,0.6666666666666666,16º Trimestre
2208-nkvvh,0,Homem,0,1,1,43,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,24.25,1077.95,0.8083333333333333,15º Trimestre
2208-nqbct,0,Mulher,0,1,1,26,1,0,fiber optic,1,1,0,0,0,0,month-to-month,0,electronic check,81.95,2070.05,2.731666666666667,9º Trimestre
2208-ugtgr,0,Homem,0,0,0,56,1,1,fiber optic,0,1,0,0,1,1,month-to-month,0,electronic check,98.6,5581.05,3.2866666666666666,19º Trimestre
2209-xadxf,0,Mulher,0,0,0,1,0,0,dsl,0,0,0,0,0,0,month-to-month,0,bank transfer (automatic),25.25,25.25,0.8416666666666667,1º Trimestre
2211-rmnho,0,Mulher,0,1,1,68,1,1,dsl,0,1,1,1,1,1,two year,0,bank transfer (automatic),85.3,5560.0,2.8433333333333333,23º Trimestre
2212-lyask,0,Homem,0,1,1,27,0,0,dsl,0,1,1,0,0,1,one year,1,credit card (automatic),45.85,1246.4,1.5283333333333333,10º Trimestre
2215-zafgx,0,Homem,0,0,0,9,1,1,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,85.5,791.7,2.85,4º Trimestre
2219-mvuso,1,Homem,0,0,0,8,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,45.15,438.4,1.505,3º Trimestre
2220-iahls,0,Mulher,0,0,0,1,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,credit card (automatic),19.4,19.4,0.6466666666666666,1º Trimestre
2223-gdshl,0,Homem,0,1,1,71,1,1,fiber optic,1,1,1,1,1,1,two year,1,bank transfer (automatic),116.05,8297.5,3.868333333333333,24º Trimestre
2223-kagmx,1,Mulher,0,0,0,15,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,bank transfer (automatic),19.4,289.3,0.6466666666666666,6º Trimestre
2225-zrgsg,1,Mulher,0,1,1,70,1,1,fiber optic,1,1,1,1,0,0,two year,0,bank transfer (automatic),93.9,6579.05,3.1300000000000003,24º Trimestre
2226-icfdo,0,Mulher,0,1,1,72,1,1,dsl,1,0,1,1,1,1,two year,1,credit card (automatic),85.9,6110.75,2.8633333333333337,25º Trimestre
2227-jrsjx,0,Mulher,0,0,0,21,1,0,fiber optic,0,1,0,1,1,1,month-to-month,1,bank transfer (automatic),99.15,1956.4,3.305,8º Trimestre
2228-bzdee,0,Mulher,0,0,0,54,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,20.1,1079.45,0.67,19º Trimestre
2229-dpmbi,0,Mulher,0,1,1,8,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,19.5,162.15,0.65,3º Trimestre
2229-vwqjh,0,Mulher,0,0,0,24,1,0,dsl,0,0,1,0,0,0,month-to-month,1,credit card (automatic),49.3,1233.25,1.6433333333333333,9º Trimestre
2230-xtuwl,0,Mulher,0,1,1,48,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,19.55,883.35,0.6516666666666667,17º Trimestre
2232-dmlxu,1,Mulher,0,1,0,1,1,0,dsl,0,0,0,0,1,0,month-to-month,0,mailed check,55.2,55.2,1.84,1º Trimestre
2233-fagxv,0,Mulher,0,1,1,5,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,1,mailed check,24.3,132.25,0.81,2º Trimestre
2233-txsiu,0,Homem,0,1,1,17,0,0,dsl,1,0,1,0,1,0,one year,0,credit card (automatic),44.45,792.15,1.4816666666666667,6º Trimestre
2234-eofpt,0,Homem,0,1,0,72,1,0,dsl,1,1,0,1,1,1,two year,1,bank transfer (automatic),79.35,5753.25,2.645,25º Trimestre
2234-xaduh,0,Mulher,0,1,1,72,1,1,fiber optic,0,1,1,0,1,1,one year,1,credit card (automatic),103.2,7362.9,3.44,25º Trimestre
2235-dwlju,0,Mulher,1,0,0,6,0,0,dsl,0,0,0,0,1,1,month-to-month,1,electronic check,44.4,263.05,1.48,3º Trimestre
2235-ezaik,0,Mulher,0,1,0,72,1,1,dsl,1,1,1,1,1,0,two year,0,credit card (automatic),79.2,5401.9,2.64,25º Trimestre
2235-zgkpt,1,Mulher,0,1,1,4,1,1,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,50.85,239.55,1.695,2º Trimestre
2236-hilpa,0,Homem,0,1,1,62,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,credit card (automatic),20.65,1218.45,0.6883333333333332,21º Trimestre
2237-zfsmy,1,Mulher,0,0,0,39,1,0,fiber optic,1,0,1,1,1,0,one year,1,electronic check,95.55,3692.85,3.185,14º Trimestre
2239-cfouj,0,Homem,0,1,1,1,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,0,mailed check,20.4,20.4,0.6799999999999999,1º Trimestre
2239-cgbuz,0,Mulher,0,1,0,51,1,0,dsl,1,1,0,1,0,0,one year,1,bank transfer (automatic),60.5,3145.15,2.0166666666666666,18º Trimestre
2239-jalaw,1,Homem,0,0,0,58,1,1,fiber optic,0,1,1,0,1,1,one year,1,bank transfer (automatic),103.25,6017.65,3.441666666666667,20º Trimestre
2240-hsjqd,0,Homem,0,0,1,38,1,1,fiber optic,0,1,0,0,0,0,month-to-month,1,mailed check,81.85,3141.7,2.728333333333333,13º Trimestre
2242-mfotg,0,Homem,0,0,0,33,1,1,fiber optic,1,0,0,0,0,0,one year,0,bank transfer (automatic),80.1,2603.3,2.67,12º Trimestre
2243-fnmmi,0,Homem,0,0,0,20,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,0,mailed check,19.4,415.4,0.6466666666666666,7º Trimestre
2245-adzfj,0,Mulher,0,1,1,31,1,1,dsl,0,1,0,1,1,1,two year,0,bank transfer (automatic),80.55,2471.6,2.685,11º Trimestre
2249-yprng,1,Mulher,0,1,1,20,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,bank transfer (automatic),105.85,2239.65,3.5283333333333333,7º Trimestre
2250-ivbwa,0,Homem,0,1,1,64,1,0,fiber optic,1,1,0,0,0,0,month-to-month,0,electronic check,81.05,5135.35,2.7016666666666667,22º Trimestre
2251-pylpb,0,Homem,0,1,0,72,1,1,dsl,1,1,1,1,0,1,two year,0,credit card (automatic),79.55,5810.9,2.6516666666666664,25º Trimestre
2252-isrnh,0,Homem,0,1,1,9,1,1,fiber optic,0,0,1,0,1,0,one year,1,electronic check,90.35,767.9,3.0116666666666663,4º Trimestre
2252-jhjge,0,Homem,0,0,0,61,1,1,fiber optic,1,0,1,0,1,1,one year,0,electronic check,104.0,6363.45,3.466666666666667,21º Trimestre
2252-nknsi,0,Homem,0,0,1,52,1,1,dsl,1,1,0,1,1,1,two year,1,mailed check,85.15,4461.85,2.8383333333333334,18º Trimestre
2253-kpmnb,0,Mulher,0,1,1,69,0,0,dsl,1,1,1,1,0,0,two year,0,bank transfer (automatic),46.25,3121.4,1.5416666666666667,24º Trimestre
2254-dlxri,0,Mulher,0,0,0,1,1,1,fiber optic,0,1,0,0,0,0,month-to-month,1,mailed check,79.15,79.15,2.6383333333333336,1º Trimestre
2256-ylylp,0,Homem,0,1,1,68,1,0,dsl,0,0,1,1,1,1,two year,1,bank transfer (automatic),72.95,4953.25,2.4316666666666666,23º Trimestre
2257-bovxd,0,Homem,0,1,0,14,1,1,dsl,0,0,0,1,1,0,month-to-month,1,credit card (automatic),66.6,979.5,2.2199999999999998,5º Trimestre
2259-ouusz,0,Homem,0,0,0,7,0,0,dsl,0,0,1,1,0,0,one year,1,credit card (automatic),35.5,249.55,1.1833333333333333,3º Trimestre
2260-ustrb,1,Mulher,1,0,0,2,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,bank transfer (automatic),70.2,115.95,2.3400000000000003,1º Trimestre
2262-slnvk,0,Mulher,0,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,0,electronic check,70.1,70.1,2.3366666666666664,1º Trimestre
2263-sfsqz,0,Homem,0,1,1,51,1,1,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,1,mailed check,24.95,1222.25,0.8316666666666667,18º Trimestre
2265-cywiv,1,Mulher,1,1,0,4,1,1,fiber optic,1,0,0,0,1,1,month-to-month,1,electronic check,99.6,347.65,3.32,2º Trimestre
2266-fubdz,0,Homem,0,1,1,15,1,0,0,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,0,mailed check,19.35,278.85,0.645,6º Trimestre
2266-sjnat,0,Mulher,0,1,0,72,1,1,fiber optic,0,1,1,1,1,1,one year,0,credit card (automatic),109.15,7789.6,3.6383333333333336,25º Trimestre
2267-fpima,0,Homem,0,1,0,50,1,1,fiber optic,1,1,0,0,0,1,month-to-month,1,credit card (automatic),94.4,4914.9,3.146666666666667,17º Trimestre
2267-wtpyd,0,Mulher,1,1,0,57,1,1,fiber optic,0,1,1,0,0,1,month-to-month,0,credit card (automatic),94.0,5438.95,3.1333333333333333,20º Trimestre
2270-chbfn,0,Mulher,0,1,0,44,1,1,fiber optic,1,1,1,1,0,0,month-to-month,1,credit card (automatic),95.1,4060.55,3.17,15º Trimestre
2272-jkmsi,0,Mulher,0,1,1,62,1,1,fiber optic,0,1,1,1,1,1,one year,1,electronic check,110.8,6840.95,3.6933333333333334,21º Trimestre
2272-qagfo,1,Mulher,1,0,0,14,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,74.3,1096.25,2.4766666666666666,5º Trimestre
2272-uoini,0,Mulher,0,0,0,7,1,0,dsl,1,1,0,1,1,1,month-to-month,1,electronic check,78.5,571.05,2.6166666666666667,3º Trimestre
2272-wuspa,0,Mulher,0,1,0,72,1,1,fiber optic,1,1,1,0,1,1,two year,1,electronic check,110.75,7751.7,3.691666666666667,25º Trimestre
2273-qckxa,0,Homem,0,0,0,1,1,0,dsl,0,0,0,1,0,0,month-to-month,0,mailed check,49.05,49.05,1.635,1º Trimestre
2274-xuata,0,Homem,1,1,0,72,0,0,dsl,1,1,1,1,1,1,two year,1,bank transfer (automatic),63.1,4685.55,2.1033333333333335,25º Trimestre
